country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Sint Maarten (Dutch part),SXM,31-10-2021,,,,,38,,,,875,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Slovakia,SVK,31-10-2021,4821737,2512769,2308968,1314,3236,88.3,46.02,42.28,593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,31-10-2021,2307224,1188614,1118610,0,1817,110.99,57.18,53.81,874,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/en/stats
Solomon Islands,SLB,31-10-2021,,,,,1267,,,,1800,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Somalia,SOM,31-10-2021,668104,363367,304737,,2137,4.08,2.22,1.86,131,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
South Africa,ZAF,31-10-2021,22381951,15329097,12317435,18641,139269,37.28,25.53,20.51,2320,"Johnson&Johnson, Pfizer/BioNTech",Ministry of Health,https://sacoronavirus.co.za/latest-vaccine-statistics/
South Korea,KOR,31-10-2021,78467452,41163599,38709199,24184,441502,152.94,80.23,75.45,8605,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/
South Sudan,SSD,31-10-2021,,,,,1394,,,,122,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Spain,ESP,31-10-2021,,,,,110276,,,,2359,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211116.ods
Sri Lanka,LKA,31-10-2021,,,,,110699,,,,5149,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_virus_report/sitrep-sl-en-16-11_10_21_1.pdf
Suriname,SUR,31-10-2021,451190,249920,201270,1833,1308,76.24,42.23,34.01,2210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/
Sweden,SWE,31-10-2021,14155152,7245525,6909627,,8763,139.32,71.31,68.01,862,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,31-10-2021,11142481,5730443,5533865,649,14289,127.85,65.75,63.49,1639,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Syria,SYR,31-10-2021,1125146,807249,503394,,21296,6.16,4.42,2.75,1165,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Taiwan,TWN,31-10-2021,24870150,17214718,7655432,,369554,104.26,72.16,32.09,15492,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Tajikistan,TJK,31-10-2021,,,,,6625,,,,680,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Thailand,THA,31-10-2021,75389558,42247135,30743399,695127,729991,107.78,60.4,43.95,10436,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/vaccine-covid19/getFiles/9/1637119591756.pdf
Timor,TLS,31-10-2021,,,,,5394,,,,4014,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Togo,TGO,31-10-2021,,,,,6034,,,,712,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Tonga,TON,31-10-2021,,,,,972,,,,9105,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Trinidad and Tobago,TTO,31-10-2021,1224955,623164,601791,1728,3179,87.29,44.4,42.88,2265,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
Tunisia,TUN,31-10-2021,,,,,57773,,,,4840,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.facebook.com/santetunisie.rns.tn/posts/259870602850076
Turkey,TUR,31-10-2021,116280951,55392343,48655853,70738,146463,136.73,65.13,57.21,1722,"Pfizer/BioNTech, Sinovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turks and Caicos Islands,TCA,31-10-2021,,,,,69,,,,1759,Pfizer/BioNTech,World Health Organization,https://covid19.who.int/
Uganda,UGA,31-10-2021,,,,,43296,,,,919,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Ukraine,UKR,31-10-2021,17695591,10245773,7470498,117818,248604,40.71,23.57,17.19,5719,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
United Arab Emirates,ARE,31-10-2021,21124819,,8673845,49584,35658,211.44,,86.82,3569,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,31-10-2021,103814905,49987325,45712351,204800,334461,152.21,73.29,67.02,4904,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
United States,USA,31-10-2021,426447794,222656048,191984579,417346,1258380,126.8,66.2,57.08,3742,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccination-trends
Uruguay,URY,31-10-2021,6614619,2760995,2620254,0,9473,189.79,79.22,75.18,2718,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/
Uzbekistan,UZB,31-10-2021,,,,,153753,,,,4531,"Moderna, Oxford/AstraZeneca, Sputnik V, ZF2001",Government of Uzbekistan,https://coronavirus.uz/uz/lists
Vanuatu,VUT,31-10-2021,,,,,1136,,,,3612,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Venezuela,VEN,31-10-2021,,,,,251060,,,,8746,"Abdala, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Vietnam,VNM,31-10-2021,81929875,57332644,24597231,554499,1141432,83.46,58.4,25.06,11627,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Vietnam,https://www.moh.gov.vn:443/web/guest/tin-tong-hop/-/asset_publisher/k206Q9qkZOqn/content/ngay-16-11-co-9-650-ca-mac-covid-19-tai-59-tinh-thanh-tang-hon-1-000-ca-so-voi-hom-qua
Wales,OWID_WLS,31-10-2021,5144244,2445438,2244276,9579,16516,162.28,77.14,70.8,5210,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Wallis and Futuna,WLF,31-10-2021,,,,,32,,,,2884,Moderna,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Yemen,YEM,31-10-2021,,,,,3834,,,,126,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/
Zambia,ZMB,31-10-2021,,,535918,,5176,,,2.83,274,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Government of Zambia,https://rtc-planning.maps.arcgis.com/apps/dashboards/3b3a01c1d8444932ba075fb44b119b63
Zimbabwe,ZWE,31-10-2021,5911588,3316429,2595159,8200,13651,39.17,21.97,17.2,905,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd
Afghanistan,AFG,01-11-2021,,,,,36635,,,,920,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Albania,ALB,01-11-2021,1909861,1018154,891707,,4353,66.48,35.44,31.04,1515,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-2000104-vaksinime/
Algeria,DZA,01-11-2021,,,,,19609,,,,439,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Angola,AGO,01-11-2021,,,,,75230,,,,2217,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Anguilla,AIA,01-11-2021,,,,,0,,,,0,Oxford/AstraZeneca,World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Antigua and Barbuda,ATG,01-11-2021,,,,,251,,,,2542,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://covid19.gov.ag
Argentina,ARG,01-11-2021,60203627,34328689,25983978,148623,296480,132.01,75.27,56.98,6501,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.argentina.gob.ar/coronavirus/vacuna/aplicadas
Aruba,ABW,01-11-2021,159537,82682,76855,,88,148.83,77.13,71.7,821,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Australia,AUS,01-11-2021,35825241,19100734,16678894,222150,189124,138.92,74.07,64.68,7334,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/
Austria,AUT,01-11-2021,11543346,5912615,5631379,3425,18367,127.65,65.38,62.27,2031,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/data/COVID19_vaccination_doses_timeline.csv
Azerbaijan,AZE,01-11-2021,9661131,,4402511,263,39637,94.5,,43.06,3877,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Government of Azerbaijan,https://koronavirusinfo.az
Bahamas,BHS,01-11-2021,,,,,1420,,,,3578,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Bahrain,BHR,01-11-2021,2774965,1177889,1142016,3635,4072,158.72,67.37,65.32,2329,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bangladesh,BGD,01-11-2021,71392153,42156550,29235603,882075,1502924,42.93,25.35,17.58,9037,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php
Barbados,BRB,01-11-2021,276485,149174,127311,552,912,96.1,51.85,44.25,3170,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/photo?fbid=257008643132011&set=a.248616513971224
Belarus,BLR,01-11-2021,,,,,45961,,,,4867,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Belgium,BEL,01-11-2021,16902294,8724565,8583597,490,7043,145.3,75,73.79,605,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,01-11-2021,,,,,1446,,,,3571,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Benin,BEN,01-11-2021,,,,,4405,,,,354,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://covid19.who.int/
Bermuda,BMU,01-11-2021,,,,,830,,,,13367,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Bolivia,BOL,01-11-2021,,,,,46682,,,,3945,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.unidoscontraelcovid.gob.bo
Bosnia and Herzegovina,BIH,01-11-2021,,,,,9012,,,,2761,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Public Health Institute,https://www.slobodnaevropa.org/a/bih-vakcine-unistavanje-vakcinacija/31555241.html
Botswana,BWA,01-11-2021,,,,,10659,,,,4446,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/
Brazil,BRA,01-11-2021,,,,,954066,,,,4458,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://qsprod.saude.gov.br/extensions/DEMAS_C19_Vacina_V2/DEMAS_C19_Vacina_v2.html
British Virgin Islands,VGB,01-11-2021,,,,,59,,,,1939,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Brunei,BRN,01-11-2021,613737,353399,260338,,2579,139,80.04,58.96,5841,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=1100&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2
Bulgaria,BGR,01-11-2021,2874721,,1518989,14526,18739,41.68,,22.03,2717,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Burkina Faso,BFA,01-11-2021,,,,,29149,,,,1356,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://africacdc.org/covid-19-vaccination/
Burundi,BDI,01-11-2021,,,,,45,,,,4,Sinopharm/Beijing,World Health Organization,https://covid19.who.int/
Cambodia,KHM,01-11-2021,27660458,13746625,13081073,77563,43377,163.22,81.12,77.19,2560,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://www.facebook.com/MinistryofHealthofCambodia/photos/a.930887636950343/4587195707986166/
